type,amount,oldbalanceOrg,newbalanceOrig,isfraud
CASH_IN,88544,8463,72126,0
TRANSFER,10939,57153,46745,0
CASH_IN,60101,82948,30609,0
CASH_OUT,80388,61009,17401,0
TRANSFER,23529,87938,27729,0
DEBIT,17403,99546,45167,0
CASH_IN,34328,91253,94181,0
DEBIT,74541,41552,57391,0
PAYMENT,94202,56271,94583,0
CASH_IN,47944,9797,58171,0
TRANSFER,81113,86130,88096,0
CASH_IN,28850,71942,6647,0
DEBIT,89377,13965,21106,0
CASH_OUT,13275,13733,6015,0
CASH_IN,5434,53223,21506,0
TRANSFER,20635,26926,24067,0
PAYMENT,79632,28783,2056,0
CASH_OUT,29197,83360,97255,1
PAYMENT,35939,36394,29328,0
CASH_IN,61902,64796,77712,0
DEBIT,20549,28287,52832,1
DEBIT,56640,82104,42771,1
TRANSFER,90649,30436,97421,0
DEBIT,93420,86916,86805,0
CASH_OUT,9225,90332,46515,0
DEBIT,39395,73567,64538,0
TRANSFER,87590,87483,68650,0
CASH_IN,77472,3188,78978,0
CASH_IN,97047,91205,40151,0
DEBIT,95320,97349,1629,0
PAYMENT,25018,6765,83463,0
CASH_IN,48938,51626,96853,0
DEBIT,83106,88707,89432,0
TRANSFER,89886,10807,28155,0
DEBIT,24986,10204,18288,0
CASH_IN,27636,92602,50588,0
TRANSFER,98266,57944,86951,0
DEBIT,59799,42120,36085,0
CASH_OUT,4710,22658,11251,0
TRANSFER,63655,37081,25574,0
CASH_OUT,73406,34986,9623,0
PAYMENT,7536,79322,86472,0
TRANSFER,39510,94819,54715,0
CASH_OUT,68059,50304,6123,0
CASH_IN,73376,65592,3061,0
CASH_IN,80327,58548,39095,0
PAYMENT,59127,98447,59618,0
TRANSFER,56106,39986,28451,0
TRANSFER,7920,74095,81897,0
TRANSFER,81393,91594,81443,1
PAYMENT,71195,88281,34814,0
TRANSFER,50258,66151,85141,0
CASH_IN,74666,73598,97792,0
CASH_OUT,1961,28214,76868,0
CASH_IN,65222,38745,37832,0
CASH_IN,75711,42548,95012,0
CASH_OUT,79898,10681,9445,1
CASH_IN,75292,6984,33490,0
PAYMENT,94543,27579,29767,0
CASH_OUT,41964,90810,46057,0
CASH_IN,89729,54933,80746,0
DEBIT,8814,27399,89695,0
CASH_IN,92715,31481,73100,0
PAYMENT,605,944,41043,0
TRANSFER,29602,93993,86755,0
CASH_IN,40653,9114,27946,0
TRANSFER,62675,39846,36587,0
DEBIT,20833,83666,3364,0
CASH_IN,5982,77848,69854,0
CASH_OUT,15892,32596,56088,0
TRANSFER,66404,75287,77015,0
DEBIT,71065,6907,7398,0
CASH_OUT,23779,28114,2452,0
CASH_OUT,25030,25009,87208,0
CASH_OUT,42758,84846,33193,0
CASH_OUT,85384,50241,79401,0
CASH_IN,44922,35725,25345,0
CASH_IN,12889,18996,85895,0
CASH_IN,33808,6047,74335,0
DEBIT,89836,28767,59196,0
DEBIT,46083,16347,23053,0
DEBIT,75801,24102,83220,0
PAYMENT,66993,4263,5015,1
DEBIT,43015,67438,97201,0
CASH_IN,94741,96359,8657,0
CASH_IN,2860,30540,51116,0
PAYMENT,28410,75726,21951,0
PAYMENT,11963,63769,97599,0
DEBIT,23545,40843,98279,0
TRANSFER,75546,27690,26521,0
PAYMENT,75049,2994,54431,0
CASH_OUT,81039,67546,10731,0
CASH_IN,4065,7377,18744,0
CASH_OUT,38180,78572,63094,0
CASH_IN,97954,26467,18423,0
CASH_IN,99986,48,17568,0
PAYMENT,28261,36978,47411,0
PAYMENT,4542,47606,3934,0
CASH_OUT,4934,81574,76945,0
CASH_IN,48047,98112,96946,0
CASH_OUT,78092,73414,96344,0
TRANSFER,92125,93145,8172,0
CASH_OUT,71631,49222,27358,0
DEBIT,77936,48115,66313,0
CASH_OUT,78826,89606,19763,0
DEBIT,89664,40647,48673,1
DEBIT,70410,54607,96706,0
DEBIT,99535,57410,85997,0
TRANSFER,92395,21996,67975,0
CASH_OUT,93112,54921,7804,0
CASH_OUT,10712,83697,47594,0
TRANSFER,15395,46022,78748,0
CASH_IN,9346,40148,87189,0
PAYMENT,65431,67764,87507,0
CASH_OUT,31235,91901,67525,0
PAYMENT,36031,90724,73404,0
TRANSFER,3792,8888,99248,0
CASH_IN,88887,88666,24604,0
CASH_IN,89640,39159,22135,0
CASH_IN,49121,42197,96080,0
TRANSFER,89412,84326,37918,0
DEBIT,84595,90360,50849,0
DEBIT,42729,98941,30847,0
PAYMENT,96538,24474,43774,0
DEBIT,49047,17333,60709,0
DEBIT,80113,36355,10680,0
CASH_IN,3523,99415,95619,0
CASH_IN,13345,73903,55037,0
PAYMENT,44150,66258,99969,0
CASH_OUT,80383,31145,58914,0
PAYMENT,77668,75675,26309,0
PAYMENT,34850,49854,10349,0
TRANSFER,31017,67664,75079,0
TRANSFER,56957,86153,60820,0
PAYMENT,93230,93616,74996,1
PAYMENT,26403,35285,34553,0
PAYMENT,57490,17533,28525,0
DEBIT,88300,32624,5948,0
TRANSFER,86345,46996,14498,0
PAYMENT,9117,46947,18991,0
CASH_IN,6003,27956,90510,0
CASH_IN,96351,51030,59790,0
DEBIT,93660,58597,7660,0
DEBIT,52076,42443,26245,0
CASH_OUT,42952,98613,238,0
CASH_OUT,16148,65464,19920,0
CASH_OUT,44537,3952,46659,0
DEBIT,9200,56880,74874,0
DEBIT,92269,52201,42517,0
DEBIT,78432,42460,75885,0
CASH_IN,55708,22796,46350,0
DEBIT,82325,31746,77179,0
CASH_IN,93720,86785,28274,0
CASH_OUT,29096,15,45013,0
CASH_OUT,17332,49757,39913,0
CASH_OUT,83579,25957,45819,0
PAYMENT,85620,81541,82168,1
PAYMENT,3445,21292,92680,0
TRANSFER,53341,31876,77857,0
TRANSFER,28952,60727,94792,1
TRANSFER,59645,47046,64910,0
PAYMENT,29069,14817,23485,0
PAYMENT,57567,91006,2860,0
TRANSFER,52399,9759,49875,0
TRANSFER,53024,48432,14919,0
DEBIT,32836,6412,98873,0
TRANSFER,30307,57757,73947,0
DEBIT,43900,20504,9586,0
CASH_IN,21332,8507,51986,0
PAYMENT,35749,21050,89848,0
TRANSFER,9729,4820,23055,0
PAYMENT,79563,7835,34890,0
PAYMENT,8324,93167,63081,0
PAYMENT,93841,13587,28807,0
CASH_IN,75174,57732,85920,0
CASH_OUT,77038,51921,47177,0
TRANSFER,36123,45499,94461,0
CASH_OUT,15367,6840,68625,0
CASH_OUT,98875,65077,14242,0
CASH_OUT,20375,31440,56317,0
PAYMENT,39039,35183,39978,0
DEBIT,1747,96172,16433,0
PAYMENT,74642,2389,33282,0
PAYMENT,85484,55076,76519,0
CASH_OUT,78228,66299,43578,0
PAYMENT,27509,89461,70207,0
CASH_OUT,46167,92085,24133,0
DEBIT,56257,39023,50317,0
TRANSFER,41044,50029,65950,0
CASH_OUT,304,39941,59612,0
DEBIT,98082,88993,64873,0
TRANSFER,24606,53950,86778,0
CASH_IN,98195,86959,62002,0
CASH_OUT,11444,76054,52508,0
CASH_OUT,58392,65363,38379,0
CASH_IN,38108,61742,15231,0
CASH_IN,4665,97896,87385,0
CASH_OUT,83039,45215,41163,0
CASH_IN,46238,47857,31676,0
PAYMENT,3781,55476,87592,0
TRANSFER,74109,28173,85483,0
TRANSFER,56809,9395,55535,1
TRANSFER,62267,59768,91576,1
PAYMENT,17568,84743,46110,0
CASH_IN,99478,46229,46978,0
DEBIT,58446,26639,90818,0
CASH_IN,92113,62583,91737,0
CASH_OUT,32386,28924,72369,0
TRANSFER,87468,72969,4752,1
CASH_IN,77934,30104,24507,0
DEBIT,29342,37594,85705,0
CASH_OUT,46747,3664,41495,0
PAYMENT,89041,10528,90466,0
PAYMENT,73980,28190,60886,0
DEBIT,51962,66033,70559,0
CASH_OUT,21001,61161,982,0
TRANSFER,27482,73177,79841,0
CASH_IN,59956,70179,16146,0
CASH_OUT,26859,70592,54843,0
PAYMENT,1551,32899,76737,1
DEBIT,2775,70979,82446,0
DEBIT,43084,17241,88567,0
CASH_IN,29293,46211,23636,0
DEBIT,779,63472,82850,0
DEBIT,17816,74248,27332,0
CASH_OUT,90528,73757,51434,0
TRANSFER,2982,31346,83866,0
CASH_IN,18266,81196,61271,0
CASH_OUT,18663,77124,62726,0
TRANSFER,86679,42220,80901,0
CASH_OUT,39349,17942,10108,0
CASH_OUT,25767,49167,68896,0
DEBIT,42409,36373,42553,1
TRANSFER,44023,67143,40880,0
CASH_IN,97615,2016,52077,1
CASH_IN,14716,69110,3625,0
TRANSFER,38241,46309,38237,0
DEBIT,27919,7274,1223,0
PAYMENT,76641,15748,59303,0
CASH_OUT,57582,20175,65197,0
DEBIT,85889,11826,74693,0
TRANSFER,63777,83008,37760,0
CASH_OUT,26479,34129,79182,0
CASH_IN,1323,70009,57966,0
PAYMENT,7857,23490,29024,0
CASH_IN,50232,41435,70323,0
TRANSFER,74712,75017,23202,0
CASH_OUT,9940,8520,51524,1
TRANSFER,3295,91951,43908,0
CASH_OUT,35873,83106,36067,0
DEBIT,16714,61877,9360,0
PAYMENT,18715,19798,98228,0
DEBIT,565,54638,12941,0
DEBIT,21333,69072,15993,0
TRANSFER,70978,67309,14620,1
PAYMENT,66932,29894,20193,0
CASH_OUT,53925,62963,51559,0
CASH_OUT,10629,54567,21248,0
CASH_IN,72400,35326,45852,0
CASH_OUT,59284,55059,5027,0
TRANSFER,73183,5079,63410,0
DEBIT,21235,25838,4260,0
DEBIT,26749,87340,37596,0
DEBIT,47718,47109,9012,0
PAYMENT,53029,85211,25823,0
CASH_OUT,76164,25594,73851,0
TRANSFER,7383,42749,47027,0
PAYMENT,35291,36292,78167,0
CASH_IN,20197,74534,83794,0
TRANSFER,67873,79233,25099,0
TRANSFER,97937,51818,36992,0
TRANSFER,84095,13429,96912,0
DEBIT,39230,57748,10977,0
TRANSFER,7652,48807,56234,0
CASH_OUT,79981,7140,92230,0
TRANSFER,55566,63226,47376,0
DEBIT,33770,14901,33978,0
TRANSFER,38202,88815,9218,0
CASH_IN,4391,28525,21788,0
CASH_IN,96593,20491,20501,0
DEBIT,19568,68816,77989,0
CASH_OUT,30792,34980,15210,0
CASH_OUT,4792,95525,74225,0
PAYMENT,91427,8078,45489,0
DEBIT,54722,91654,92917,0
TRANSFER,94955,89521,63721,0
DEBIT,19472,48704,95044,0
PAYMENT,60040,16997,42653,0
DEBIT,68529,79810,86678,0
DEBIT,56421,868,40950,0
PAYMENT,55216,26398,8916,0
CASH_OUT,97479,81578,65911,1
TRANSFER,46960,97356,31449,0
PAYMENT,2533,21246,89333,0
CASH_IN,60936,20561,20782,0
CASH_OUT,9687,16254,92564,0
CASH_IN,75838,34512,20243,0
CASH_OUT,15099,89532,29379,0
TRANSFER,4591,94154,37780,0
TRANSFER,11917,77395,30740,0
DEBIT,5619,57865,19984,0
CASH_IN,51163,23580,50,0
CASH_OUT,50549,70959,6590,0
TRANSFER,44153,72144,40205,0
PAYMENT,22946,42485,15162,0
TRANSFER,50192,50621,49746,0
PAYMENT,99534,50665,13105,1
CASH_OUT,95052,70412,37499,0
TRANSFER,13173,50603,36641,0
TRANSFER,59768,21038,11628,0
CASH_OUT,46067,93542,42032,0
TRANSFER,12547,96346,65029,0
PAYMENT,22429,14325,38516,0
TRANSFER,42588,35892,87157,0
CASH_IN,75001,1753,1476,0
DEBIT,74609,95067,40800,0
PAYMENT,844,17996,35788,1
CASH_IN,32224,68811,89973,0
CASH_OUT,92944,74283,26240,0
PAYMENT,2423,45211,10922,0
DEBIT,9515,62820,64198,0
DEBIT,2115,824,58739,0
CASH_OUT,68114,13880,73602,0
CASH_OUT,58418,66617,12089,0
PAYMENT,37689,11517,32600,1
TRANSFER,99106,21683,46176,0
CASH_OUT,79741,16876,8167,0
TRANSFER,65141,56354,78352,0
CASH_IN,64290,73802,21164,0
DEBIT,15772,76719,85965,0
TRANSFER,58713,86602,31415,0
DEBIT,81444,78413,73653,0
TRANSFER,63089,9982,71895,0
CASH_IN,21587,74504,79900,0
CASH_OUT,1224,26598,94330,0
CASH_IN,86349,14639,75829,0
CASH_OUT,48124,70210,58650,0
CASH_OUT,89244,69852,58981,0
DEBIT,63240,9695,74868,0
CASH_IN,32990,48582,615,0
TRANSFER,67204,31094,45612,0
CASH_IN,77816,60635,77937,0
DEBIT,37802,22187,41936,0
CASH_OUT,45817,1214,29372,0
DEBIT,22311,23940,67875,0
PAYMENT,5151,44406,81782,0
PAYMENT,13787,91221,61700,0
TRANSFER,38356,43481,8109,0
DEBIT,54713,15977,23758,0
TRANSFER,94987,44839,88627,0
TRANSFER,47829,57874,13317,0
PAYMENT,28479,58414,82298,0
TRANSFER,3855,25538,69001,0
PAYMENT,23300,56241,51423,0
CASH_OUT,30709,73501,25622,0
DEBIT,44262,75133,6800,0
TRANSFER,98692,60481,35539,0
PAYMENT,3303,27740,2600,0
CASH_IN,57099,63328,71054,0
TRANSFER,16618,72105,85163,0
CASH_OUT,66283,50643,29369,0
CASH_OUT,16629,11881,96981,0
CASH_IN,78016,36996,16689,0
PAYMENT,87918,32177,81459,0
TRANSFER,81663,37177,38469,0
PAYMENT,14789,66126,95939,0
CASH_OUT,51050,56531,958,0
PAYMENT,94840,26119,60012,0
CASH_OUT,56335,27915,69074,0
PAYMENT,21640,2708,60021,0
CASH_IN,12188,38749,88940,0
DEBIT,19945,44989,50782,0
CASH_IN,47268,22106,75519,0
CASH_IN,22794,17131,59315,0
DEBIT,63732,46553,24642,0
DEBIT,23037,58144,79003,0
TRANSFER,96554,6553,205,0
TRANSFER,57863,17881,92945,0
CASH_IN,67369,1379,12442,0
CASH_IN,72398,90791,91826,0
CASH_OUT,78618,69306,91644,0
CASH_OUT,76679,19726,5691,0
TRANSFER,15121,9088,38909,0
TRANSFER,32322,34314,19504,0
CASH_OUT,24171,55041,64270,0
CASH_OUT,67323,16350,95698,0
PAYMENT,50384,99599,58051,0
PAYMENT,24024,81397,38798,0
CASH_OUT,80318,79509,49330,0
PAYMENT,46399,17769,87087,0
DEBIT,18171,47249,78919,0
TRANSFER,7500,82862,82032,0
TRANSFER,24512,46365,41716,0
CASH_OUT,35767,50185,74624,0
CASH_IN,41121,2786,46982,0
CASH_OUT,98283,1620,27444,0
PAYMENT,83255,36303,24734,0
CASH_IN,58655,19589,41745,0
PAYMENT,59065,2882,34571,0
DEBIT,9008,62248,91951,0
PAYMENT,28916,49322,15389,0
DEBIT,70202,24524,93280,0
DEBIT,50487,9745,84218,1
PAYMENT,36911,15861,45038,0
PAYMENT,91281,91707,99846,0
DEBIT,52031,91735,72795,0
CASH_IN,29102,54261,45168,0
DEBIT,1252,2837,78082,0
TRANSFER,1841,74135,67690,0
DEBIT,50731,81447,74302,0
CASH_IN,28521,54380,11230,0
TRANSFER,72792,86089,83301,0
CASH_OUT,97013,49831,5902,0
CASH_OUT,18312,89349,66758,0
CASH_IN,55578,38255,27050,0
DEBIT,3242,29520,99805,0
PAYMENT,51517,29541,74586,0
CASH_IN,76518,65772,69110,0
TRANSFER,10693,27350,76693,0
TRANSFER,23674,44397,19575,0
CASH_OUT,33182,77085,58940,0
TRANSFER,83651,63865,40244,0
CASH_IN,64350,55956,83481,0
TRANSFER,87246,27453,14962,0
CASH_IN,11027,62345,90388,0
PAYMENT,36623,12906,96220,0
CASH_OUT,86140,14988,77332,0
TRANSFER,76930,27723,24450,0
CASH_IN,30358,33800,53494,0
DEBIT,16458,39107,45037,0
CASH_OUT,9501,27430,83040,0
PAYMENT,78658,32535,30041,0
CASH_IN,96567,68476,10715,1
PAYMENT,58769,87329,21803,0
PAYMENT,44563,77798,68906,1
TRANSFER,978,52284,61726,0
TRANSFER,378,56232,1908,0
CASH_IN,73970,44420,37075,0
DEBIT,35020,37710,64587,0
CASH_IN,54164,72497,53648,0
DEBIT,35861,92035,21134,0
PAYMENT,25506,40498,56143,0
CASH_OUT,30946,31283,69123,0
CASH_IN,78868,66169,95559,0
CASH_IN,67015,72358,45153,0
DEBIT,37503,62457,2413,1
PAYMENT,69805,25968,90574,0
PAYMENT,36400,62508,22555,0
DEBIT,10302,63220,10952,0
PAYMENT,92387,85366,68993,0
TRANSFER,28375,5738,74000,0
CASH_OUT,17217,3098,66686,0
CASH_IN,22922,95424,32264,0
CASH_OUT,80781,73633,47553,0
CASH_IN,56582,78672,54359,0
TRANSFER,99093,38244,98322,0
PAYMENT,19286,8253,9808,0
DEBIT,97469,54333,52330,0
TRANSFER,5544,50969,38345,0
CASH_OUT,92015,90744,69617,0
DEBIT,35680,70423,39222,0
PAYMENT,62157,44411,57755,0
TRANSFER,98109,75028,8933,1
DEBIT,36496,35421,68207,0
TRANSFER,65567,1454,43739,0
TRANSFER,34278,17522,47738,0
PAYMENT,81345,38575,96753,1
CASH_IN,26346,3192,84544,0
DEBIT,3651,55268,21883,0
PAYMENT,87142,81311,98818,0
TRANSFER,32969,10402,98510,0
PAYMENT,13316,78610,99251,0
CASH_IN,46192,80781,43401,0
DEBIT,74133,36527,15380,0
CASH_IN,56336,52181,18212,0
CASH_OUT,96905,91472,28174,0
DEBIT,21508,27002,6861,0
CASH_IN,70208,81219,6094,0
TRANSFER,27207,12460,51319,0
DEBIT,20729,30482,46728,0
DEBIT,90211,16447,24363,0
PAYMENT,25042,48228,87846,0
TRANSFER,59634,83265,39300,0
CASH_OUT,78187,50126,54808,0
CASH_IN,41974,20545,5943,0
PAYMENT,30038,55114,80105,0
CASH_IN,54656,93740,42616,0
CASH_OUT,81197,75350,74329,0
CASH_OUT,8546,57801,25287,0
DEBIT,56757,13890,33971,0
CASH_OUT,45722,52482,56152,1
CASH_IN,6283,63397,42351,0
TRANSFER,71830,1740,60040,0
TRANSFER,91238,30121,96905,0
DEBIT,74363,11218,88559,0
CASH_IN,94501,71591,60616,1
CASH_IN,92101,88241,23897,0
CASH_OUT,85924,34722,23010,0
CASH_IN,50840,49431,40154,1
PAYMENT,17137,51543,20114,0
CASH_OUT,83498,42000,19050,0
PAYMENT,11549,71975,21125,0
DEBIT,46771,30921,94094,0
TRANSFER,46229,99265,50396,0
DEBIT,14702,88747,44846,0
TRANSFER,83666,30614,20396,0
DEBIT,13344,61189,92661,0
CASH_IN,28625,17601,88116,0
PAYMENT,7913,93332,38973,0
TRANSFER,28537,71543,23574,0
CASH_OUT,15639,20514,90155,0
PAYMENT,58018,83312,13869,0
CASH_OUT,83286,67612,66194,0
PAYMENT,99328,90886,62167,0
PAYMENT,26718,16292,56147,0
DEBIT,10870,31510,12122,0
TRANSFER,17448,28000,43827,0
TRANSFER,67310,30383,13335,1
PAYMENT,71555,11785,63576,0
CASH_IN,20852,40910,21677,0
CASH_IN,60223,39028,28223,0
CASH_OUT,42382,24855,29814,0
CASH_OUT,98981,24281,83611,0
DEBIT,68916,4841,43185,0
PAYMENT,38754,97204,76794,0
CASH_OUT,57452,60155,96063,0
CASH_OUT,86000,26918,75675,0
PAYMENT,3660,56313,42325,0
DEBIT,45127,17443,40503,0
CASH_OUT,91254,32250,19514,0
DEBIT,52782,1922,56196,0
TRANSFER,3200,31976,20917,0
DEBIT,48123,11991,54699,0
CASH_IN,8799,53744,94633,0
CASH_IN,32135,22733,50119,0
DEBIT,98705,2473,83324,1
CASH_IN,17469,8108,25061,0
TRANSFER,35428,28715,9947,0
PAYMENT,47095,32210,81080,0
CASH_IN,18778,37317,85550,0
CASH_IN,49971,65516,80331,0
DEBIT,81109,33362,32632,0
TRANSFER,27895,54604,19352,0
PAYMENT,87431,4889,23653,0
DEBIT,61092,89557,67115,0
DEBIT,6905,73748,97294,0
TRANSFER,50321,31971,43755,0
PAYMENT,89504,50551,98354,0
TRANSFER,67077,3201,71988,0
PAYMENT,71027,89882,37921,0
TRANSFER,23942,37958,59003,0
DEBIT,21370,79251,80876,0
DEBIT,54857,5681,46668,0
CASH_OUT,90375,46870,55175,0
CASH_IN,85478,82256,47738,0
TRANSFER,38941,67203,53452,0
CASH_OUT,55833,28152,68323,0
CASH_IN,38042,50061,46149,0
TRANSFER,81436,57619,15839,0
PAYMENT,18817,58235,2155,0
CASH_IN,11777,73740,7019,0
DEBIT,8081,37890,54512,0
CASH_OUT,53423,90073,61690,0
CASH_IN,26159,61401,86150,0
CASH_IN,15550,11217,26190,0
DEBIT,70258,48351,10928,0
TRANSFER,91747,33741,48425,0
PAYMENT,85445,20654,74134,0
DEBIT,19797,61314,86117,0
PAYMENT,20992,1408,48974,0
TRANSFER,22616,42903,47796,0
CASH_IN,10160,84208,48743,0
PAYMENT,85939,1218,79455,0
CASH_OUT,46946,50572,70035,0
CASH_OUT,93296,58798,37677,0
DEBIT,8603,30105,56321,0
TRANSFER,17368,69634,58973,0
DEBIT,82153,65063,52414,0
DEBIT,37391,7619,25602,0
DEBIT,90357,11939,29692,0
CASH_OUT,28084,18226,48750,0
CASH_OUT,20605,25322,21760,0
DEBIT,44204,58215,68456,0
CASH_OUT,49387,16878,24085,0
TRANSFER,26863,6560,63964,0
DEBIT,73729,38278,22925,0
CASH_OUT,20671,36212,5615,0
PAYMENT,50503,94835,37083,0
DEBIT,36505,73079,68319,0
DEBIT,13713,23946,9605,0
TRANSFER,53090,31740,44608,0
CASH_IN,30825,7253,19192,0
CASH_IN,29575,79311,3331,0
TRANSFER,63331,32813,51330,0
TRANSFER,58463,64331,97392,0
TRANSFER,88488,27632,49949,0
CASH_IN,33171,48365,68382,0
TRANSFER,56001,67593,99233,0
CASH_OUT,9726,33431,37586,0
DEBIT,33359,37436,52243,0
DEBIT,47108,18413,58618,0
PAYMENT,142,95761,78311,0
PAYMENT,52000,38485,7549,0
DEBIT,68931,68232,52494,0
CASH_OUT,36548,16101,87973,0
CASH_IN,99289,8831,23958,0
CASH_IN,7223,84583,89779,0
CASH_OUT,44233,51897,94520,0
CASH_IN,91665,5004,37538,0
TRANSFER,68381,88241,5833,0
DEBIT,68284,45924,23386,1
DEBIT,4144,21509,99341,0
CASH_OUT,91438,37170,71778,0
CASH_IN,39611,43555,94240,0
PAYMENT,73899,14662,24832,0
PAYMENT,15700,65930,77857,0
CASH_IN,1919,47403,38930,0
PAYMENT,91249,36365,32407,0
CASH_OUT,80042,62188,4073,0
CASH_OUT,12072,76060,17667,0
CASH_IN,75396,98633,16035,0
PAYMENT,93247,26673,6732,0
CASH_OUT,34741,63471,55097,0
CASH_OUT,5163,17156,3487,0
TRANSFER,10491,57287,57702,0
TRANSFER,99280,1645,94961,0
CASH_OUT,66435,59076,85107,1
CASH_IN,63610,94585,29075,0
DEBIT,84991,75351,71031,0
DEBIT,72007,50151,84217,0
CASH_OUT,28215,67384,14781,0
CASH_OUT,88897,99865,39865,0
CASH_OUT,81552,33541,8469,0
CASH_IN,44159,72847,45167,0
TRANSFER,49122,87099,81738,0
CASH_OUT,10950,80739,19928,0
CASH_OUT,59020,50955,76521,0
PAYMENT,76804,9290,39599,0
CASH_IN,24495,58942,16775,1
CASH_OUT,89309,82667,66504,0
PAYMENT,1077,30143,75918,0
DEBIT,20617,24509,70687,0
CASH_OUT,61607,87780,26804,0
CASH_OUT,74564,36741,32259,0
PAYMENT,48531,26898,86284,0
CASH_IN,15197,99919,85227,0
CASH_OUT,3995,85674,97556,0
DEBIT,43062,62948,43560,0
CASH_OUT,19573,61768,27256,0
DEBIT,47332,43262,6125,0
TRANSFER,61255,5506,4370,0
TRANSFER,51524,20605,4838,0
DEBIT,18618,78590,57429,0
CASH_IN,67272,28231,3134,0
CASH_OUT,92128,79397,43199,0
CASH_OUT,71337,77123,77092,0
TRANSFER,57235,13515,33822,0
DEBIT,74004,87211,93513,0
CASH_OUT,17231,38622,20113,0
CASH_OUT,48516,16600,63594,0
CASH_IN,20978,27892,96102,0
PAYMENT,82616,83279,2669,0
TRANSFER,27947,69310,49427,0
TRANSFER,62445,21801,81617,0
PAYMENT,49518,37695,12938,0
CASH_OUT,41841,28853,5717,0
CASH_IN,42943,4429,77818,0
CASH_IN,47317,4606,47659,0
TRANSFER,48350,4478,64575,0
CASH_IN,86348,83816,79737,0
PAYMENT,43611,40134,16289,0
CASH_OUT,75966,69963,24406,0
PAYMENT,72188,70897,96822,0
DEBIT,85321,25475,12873,0
TRANSFER,28764,66177,82048,0
CASH_IN,43320,21730,94463,0
DEBIT,69903,21113,23461,0
CASH_IN,86809,20011,20710,0
CASH_OUT,48377,55746,85488,0
CASH_OUT,13211,42853,13448,0
CASH_OUT,2749,85195,15198,0
CASH_IN,13241,36818,73158,0
DEBIT,42505,37321,67938,0
CASH_OUT,21178,21309,50799,0
DEBIT,32634,18688,94003,0
CASH_IN,10645,28176,34961,1
DEBIT,9974,68879,43007,0
CASH_IN,27795,67592,65470,0
CASH_IN,95056,84728,52256,0
TRANSFER,82807,89012,20739,0
CASH_IN,84800,9416,84054,1
CASH_IN,76938,39994,58186,0
PAYMENT,12346,66422,26547,0
CASH_OUT,77485,8584,94472,0
TRANSFER,27422,93302,85823,0
TRANSFER,82222,18830,51431,0
TRANSFER,75389,85825,25476,0
PAYMENT,45601,77066,78411,0
CASH_IN,61760,3591,10686,0
CASH_OUT,90658,93878,17536,0
DEBIT,96144,21395,34062,0
CASH_IN,35464,54182,48216,0
PAYMENT,98547,16738,25041,0
CASH_IN,62682,2631,31653,0
CASH_IN,27238,17905,21673,0
PAYMENT,14439,19056,10367,0
TRANSFER,84304,89082,19629,0
TRANSFER,67818,35447,88636,0
CASH_OUT,82896,54418,72190,0
CASH_OUT,53025,37190,25063,0
TRANSFER,88084,26014,19322,0
DEBIT,68946,72999,84546,1
CASH_IN,80917,50278,12693,0
DEBIT,57388,1780,9241,0
CASH_IN,37320,91643,29778,0
TRANSFER,83693,59258,12651,0
CASH_OUT,68837,97123,25966,1
CASH_OUT,35266,42192,9275,0
DEBIT,76438,59300,45606,0
CASH_OUT,99872,90504,1658,0
TRANSFER,38899,99129,94499,0
DEBIT,51438,43923,72468,0
CASH_IN,37217,89196,14248,0
CASH_OUT,50265,2395,24437,0
PAYMENT,91541,97384,39727,0
CASH_OUT,5419,15779,18201,0
CASH_IN,42448,71028,41150,0
DEBIT,95369,29722,89891,0
CASH_IN,7879,7111,14999,0
PAYMENT,56872,9984,6376,1
TRANSFER,87947,97552,51673,1
CASH_OUT,25968,93176,3476,0
DEBIT,76312,72328,69902,0
TRANSFER,19778,26924,91269,0
CASH_IN,96340,52703,77994,0
DEBIT,26155,32577,62878,0
TRANSFER,75632,7711,98331,0
DEBIT,26452,85548,20615,0
PAYMENT,81958,99869,11164,0
PAYMENT,25606,4096,39316,0
CASH_OUT,75801,66555,68560,0
CASH_OUT,42416,89848,29559,0
PAYMENT,40534,75012,62968,0
DEBIT,23342,8254,66800,0
PAYMENT,15774,97955,9047,0
CASH_OUT,27573,77120,44985,0
PAYMENT,87685,5965,72123,0
PAYMENT,36380,77000,6577,0
DEBIT,5072,77975,83171,0
TRANSFER,44655,57987,3870,0
CASH_OUT,7254,32963,34094,0
DEBIT,6382,93976,55329,0
PAYMENT,85511,3273,9217,1
PAYMENT,64481,15330,83138,0
TRANSFER,16966,21494,66141,0
CASH_OUT,40483,76422,22343,0
CASH_OUT,13904,3212,50822,0
CASH_IN,98928,83441,13003,0
CASH_OUT,69596,87594,59538,0
TRANSFER,16719,1080,32089,0
CASH_IN,81268,32675,53595,0
CASH_IN,15220,22007,83197,0
PAYMENT,49520,82641,82318,0
PAYMENT,38684,95815,30029,0
CASH_OUT,17743,46815,79023,0
CASH_IN,20090,83482,51324,0
PAYMENT,53422,639,51962,0
TRANSFER,58981,63593,39042,0
PAYMENT,39719,78038,87601,0
PAYMENT,59856,93899,76380,0
CASH_IN,65490,3736,84859,0
CASH_IN,52970,16473,90933,0
DEBIT,41162,34019,45957,1
TRANSFER,27260,86623,82864,0
CASH_IN,85775,94025,43739,0
CASH_OUT,48147,36820,38733,0
